,Author_A,Author_B,count,aa,ra,jc,pa,path_len,dc_A,dc_B,cc_A,cc_B,hits_A,hits_B,bet_cA,bet_cB
15395,908,3195,1,0,0,0,242,3,0.001858736,0.000265534,0.199051977,0.19951235,5.76E-06,1.16E-05,0.001458059,7.04E-07
15396,908,3255,1,0,0,0,66,3,0.001858736,0.000531067,0.199051977,0.25068253,5.76E-06,0.000886704,0.001458059,2.78E-06
15397,908,3582,1,0,0,0,66,4,0.000531067,0.002655337,0.199051977,0.000531067,5.76E-06,9.83E-65,0.001458059,0
15398,908,3601,1,0,0,0,528,3,0.000531067,0.000796601,0.199051977,0.23167744,5.76E-06,0.000175991,0.001458059,0.002205323
15399,908,3656,1,0,0,0,88,4,0.000531067,0.003451938,0.199051977,0.187273316,5.76E-06,2.38E-06,0.001458059,4.70E-08
15400,908,3847,1,0,0,0,264,3,0.000531067,0.000796601,0.199051977,0.208423332,5.76E-06,4.40E-05,0.001458059,1.70E-05
15401,908,3872,1,0,0,0,154,3,0.000531067,0.000265534,0.143649272,0.222443114,5.67E-09,0.000132143,0.001458059,0.000435007
15402,908,3927,1,0,0,0,550,3,0.000531067,0.00212427,0.143649272,0.205068287,5.67E-09,6.42E-06,0.001458059,0.001726073
15403,908,4013,1,0,0,0,132,4,0.000531067,0.000265534,0.143649272,0.188359872,5.67E-09,4.03E-06,0.001458059,6.91E-05
15404,908,488,1,0,0,0,88,4,0.000531067,0.000531067,0.191138288,0.226498154,5.83E-06,6.05E-05,0.001458059,0
15405,909,1193,1,0,0,0,510,3,0.000531067,0.000531067,0.191138288,0.214768843,5.83E-06,2.27E-05,0.000253344,0.005222378
15406,909,2013,1,0,0,0,70,4,0.000531067,0.000265534,0.191138288,0.206909292,5.83E-06,1.04E-05,0.000253344,0
15407,909,2436,1,0,0,0,200,4,0.000265534,0.002920871,0.183450018,0.262290018,7.52E-07,0.000349107,0.000253344,0.002469106
15408,909,2899,1,0,0,0,250,4,0.000265534,0.001062135,0.183450018,0.216168139,7.52E-07,6.00E-05,0.000253344,0.004886956
15409,909,3214,1,0,0,0,690,3,0.000265534,0.005576208,0.183450018,0.256867483,7.52E-07,0.000807207,0.000253344,0.006788017
15410,909,3486,1,0,0,0,40,5,0.000265534,0.003186405,0.183450018,0.000597451,7.52E-07,3.62E-63,0.000253344,0
15411,909,4080,1,0,0,0,180,4,0.000265534,0.000531067,0.183450018,0.224945641,7.52E-07,8.69E-05,0.000253344,0.001308868
15412,91,2644,1,0,0,0,18,999,0.000265534,0.003983006,0.183450018,0.249378078,7.52E-07,0.000180051,0,4.23E-07
15413,91,2961,1,0,0,0,78,3,0.000265534,0.00212427,0.183450018,0.216882436,7.52E-07,2.61E-05,0,0.000471284
15414,91,3282,1,0,0,0,30,3,0.000265534,0.001593202,0.183450018,0.254421538,7.52E-07,0.000728476,0,0
15415,91,3516,1,0,0,0,60,4,0.001858736,0.024163569,0.183450018,0.225180519,7.52E-07,6.32E-05,0,0.004332566
15416,91,3926,1,0,0,0,135,3,0.001858736,0.00212427,0.183450018,0.193230105,7.52E-07,6.47E-06,0,0.007081936
15417,91,4064,1,0,0,0,18,5,0.001858736,0.000531067,0.183450018,0.15430165,7.52E-07,1.57E-07,0,0.000129403
15418,911,1913,1,0,0,0,320,3,0.001858736,0.00212427,0.183450018,0.224160694,7.52E-07,6.56E-05,9.43E-05,0.007769558
15419,911,2086,1,0,0,0,336,3,0.004779607,0.00212427,0.183450018,0.164364984,7.52E-07,2.45E-07,9.43E-05,0.000857755
15420,911,2298,1,0,0,0,264,3,0.004779607,0.000531067,0.211904856,0.162761207,2.54E-05,3.25E-07,9.43E-05,0.002491029
15421,911,2398,1,0,0,0,440,3,0.004779607,0.000265534,0.211904856,0.177121928,2.54E-05,6.05E-07,9.43E-05,0.006280005
15422,911,2873,1,0,0,0,352,3,0.004779607,0.003717472,0.211904856,0.206980215,2.54E-05,1.26E-05,9.43E-05,0.005132206
15423,911,2899,1,0,0,0,200,3,0.004779607,0.001327669,0.211904856,0.207235939,2.54E-05,1.57E-05,9.43E-05,0.004886956
15424,911,3666,1,0,0,0,16,3,0.004779607,0.001062135,0.202319935,0.191989088,6.73E-06,2.09E-06,9.43E-05,6.16E-05
15425,911,3755,1,0,0,0,64,3,0.004779607,0.001593202,0.202319935,0.279014915,6.73E-06,0.000965613,9.43E-05,0.000229546
15426,911,3758,1,0,0,0,48,3,0.007966012,0.000531067,0.202319935,0.178409289,6.73E-06,5.25E-06,9.43E-05,0
15427,911,3789,1,0,0,0,424,3,0.007966012,0.000531067,0.202319935,0.215412414,6.73E-06,6.20E-05,9.43E-05,0.006901283
15428,911,3955,1,0,0,0,592,3,0.000796601,0.000531067,0.202319935,0.197308874,6.73E-06,1.05E-05,9.43E-05,0.010467992
15429,911,936,1,0,0,0,216,3,0.000796601,0.005841742,0.202319935,0.150569539,6.73E-06,5.86E-08,9.43E-05,0.001665431
15430,912,222,1,0,0,0,124,999,0.000796601,0.003717472,0.202319935,0.216555759,6.73E-06,7.62E-05,0,0.005825169
15431,912,2617,1,0,0,0,96,999,0.000796601,0.000265534,0.202319935,0.216975954,6.73E-06,3.34E-05,0,0.004585789
15432,912,2844,1,0,0,0,10,999,0.000796601,0.002655337,0.202319935,0.207435273,6.73E-06,6.04E-06,0,0.001396563
15433,914,1049,1,0,0,0,3,999,0.001858736,0.000796601,0.202319935,0.20754935,6.73E-06,1.22E-05,0,2.10E-05
15434,914,728,1,0,0,0,7,999,0.001858736,0.013807754,0.202319935,0.216431569,6.73E-06,1.83E-05,0,6.27E-06
15435,915,1266,1,0,0,0,21,4,0.001858736,0.000531067,0.202319935,0.220364966,6.73E-06,5.28E-05,2.62E-05,0.00142563
15436,915,1318,1,0,0,0,168,3,0.001858736,0.000796601,0.13578684,0.272369905,2.18E-09,0.001388751,2.62E-05,0.00216086
15437,915,2868,1,0,0,0,749,4,0.001858736,0.000265534,0.13578684,0.234812599,2.18E-09,8.04E-05,2.62E-05,0.016823962
15438,915,3409,1,0,0,0,294,4,0.001858736,0.000796601,0.13578684,0.143738176,2.18E-09,6.65E-09,2.62E-05,0.005388096
15439,915,3624,1,0,0,0,182,4,0.001858736,0.001327669,0.190103286,0.205696988,7.39E-06,1.60E-05,2.62E-05,0
15440,915,3932,1,0,0,0,280,3,0.001858736,0.002920871,0.190103286,0.247456798,7.39E-06,0.00021618,2.62E-05,0.011408672
15441,916,2700,1,0,0,0,8,5,0.001593202,0.023101434,0.190103286,0.26966956,7.39E-06,0.002446797,0,4.36E-05
15442,917,1336,1,0,0,0,300,4,0.001593202,0.000531067,0.190103286,0.237864996,7.39E-06,0.000195047,0.001247051,0.002096541
15443,917,1858,1,0,0,0,615,4,0.001593202,0.001858736,0.233703877,0.261065317,0.00016314,0.000792235,0.001247051,0.005892378
15444,917,2145,1,0,0,0,300,4,0.001593202,0.000796601,0.233703877,0.160519985,0.00016314,6.27E-08,0.001247051,0.000982824
15445,917,2167,1,0,0,0,30,6,0.001593202,0.00212427,0.233703877,0.244372351,0.00016314,0.000153478,0.001247051,0
15446,917,2569,1,0,0,0,45,5,0.001858736,0.002920871,0.233703877,0.246587749,0.00016314,0.000218994,0.001247051,1.95E-05
15447,917,2767,1,0,0,0,285,4,0.001858736,0.001327669,0.233703877,0.187505924,0.00016314,4.60E-06,0.001247051,0.002021763
15448,917,2817,1,0,0,0,780,4,0.001858736,0.000796601,0.213856098,0.218815799,2.60E-05,0.00011964,0.001247051,0.003493095
15449,917,2897,1,0,0,0,90,3,0.001858736,0.002655337,0.213856098,0.150569539,2.60E-05,5.86E-08,0.001247051,9.15E-05
15450,917,3601,1,0,0,0,360,3,0.001858736,0.000531067,0.213856098,0.216882436,2.60E-05,2.61E-05,0.001247051,0.002205323
15451,917,3647,1,0,0,0,60,5,0.000265534,0.000796601,0.213856098,0.201174067,2.60E-05,6.74E-06,0.001247051,0
15452,917,3656,1,0,0,0,60,5,0.000265534,0.002920871,0.213856098,0.175893993,2.60E-05,2.89E-07,0.001247051,4.70E-08
15453,917,3668,1,0,0,0,180,4,0.000265534,0.000796601,0.213856098,0.302284781,2.60E-05,0.006282843,0.001247051,0.00015884
15454,917,3741,1,0,0,0,900,3,0.000265534,0.007700478,0.185376091,0.222099485,4.30E-06,4.54E-05,0.001247051,0.027710217
15455,917,3934,1,0,0,0,270,4,0.000265534,0.010355815,0.185376091,0.191989088,4.30E-06,2.09E-06,0.001247051,0.001634298
15456,917,4069,1,0,0,0,480,3,0.002389804,0.001062135,0.185376091,0.194662824,4.30E-06,5.52E-06,0.001247051,0.001129213
15457,918,1533,1,0,0,0,48,4,0.002389804,0.00212427,0.185376091,0.182739402,4.30E-06,1.42E-06,0.000794652,0.000276328
15458,918,2105,1,0,0,0,136,3,0.002389804,0.000265534,0.185376091,0.160043488,4.30E-06,1.10E-07,0.000794652,0.001594463
15459,918,3125,1,0,0,0,32,4,0.002655337,0.01141795,0.185376091,0.15563794,4.30E-06,1.60E-07,0.000794652,0
15460,918,3534,1,0,0,0,80,3,0.002655337,0.005045141,0.185376091,0.194725598,4.30E-06,4.71E-06,0.000794652,0.000826484
15461,918,3906,1,0,0,0,240,3,0.002655337,0.001062135,0.185376091,0.198567602,4.30E-06,6.16E-06,0.000794652,0.002982616
15462,918,3920,1,0,0,0,88,3,0.002655337,0.00424854,0.201806055,0.194262025,8.90E-06,4.56E-06,0.000794652,0.001369399
15463,918,481,1,0,0,0,304,3,0.002655337,0.001593202,0.201806055,0.259116065,8.90E-06,0.000499491,0.000794652,0.005458697
15464,919,3197,1,0,0,0,51,4,0.000265534,0.000531067,0.201806055,0.232140581,8.90E-06,0.000156083,0.000475492,0.001591839
15465,919,3789,1,0,0,0,159,3,0.000265534,0.001858736,0.201806055,0.189114964,8.90E-06,4.29E-06,0.000475492,0.006901283
15466,919,4020,1,0,0,0,75,3,0.000265534,0.000265534,0.228296438,0.215427784,0.000117401,1.83E-05,0.000475492,0.001713409
15467,92,1087,1,0,0,0,315,3,0.000265534,0.003451938,0.228296438,0.244372351,0.000117401,0.000153478,0.005075414,0.000105878
15468,92,1532,1,0,0,0,735,4,0.000265534,0.005045141,0.228296438,0.159216389,0.000117401,8.18E-08,0.005075414,0.001230741
15469,92,1577,1,0,0,0,490,3,0.000265534,0.001062135,0.228296438,0.197528321,0.000117401,1.10E-05,0.005075414,0.000361822
15470,92,1767,1,0,0,0,1645,3,0.000265534,0.000531067,0.228296438,0.286046461,0.000117401,0.00176707,0.005075414,0.009892613
15471,92,1817,1,0,0,0,70,999,0.000265534,0.00424854,0.252274431,0.21913343,0.000363045,0.000122475,0.005075414,0
15472,92,1942,1,0,0,0,1015,3,0.001858736,0.000796601,0.252274431,0.19951235,0.000363045,1.16E-05,0.005075414,0.002666029
15473,92,2076,1,0,0,0,140,4,0.001858736,0.007434944,0.252274431,0.213523366,0.000363045,3.99E-05,0.005075414,0
15474,92,2228,1,0,0,0,35,5,0.001858736,0.000531067,0.252274431,0.220332803,0.000363045,2.13E-05,0.005075414,0
15475,92,2229,1,0,0,0,2310,3,0.005841742,0.000796601,0.001062135,0.000265534,2.57E-53,5.59E-78,0.005075414,0.005362314
15476,92,2322,1,0,0,0,350,6,0.005841742,0.000531067,0.001062135,0.204665157,2.57E-53,8.17E-06,0.005075414,0
15477,92,2343,1,0,0,0,315,4,0.005841742,0.000796601,0.001062135,0.16598243,2.57E-53,1.62E-07,0.005075414,0.000222787
15478,92,2464,1,0,0,0,560,3,0.005841742,0.00424854,0.001062135,0.267898881,2.57E-53,0.000570161,0.005075414,0.000945716
15479,92,2518,1,0,0,0,4165,3,0.002655337,0.001858736,0.001062135,0.213176615,2.57E-53,2.47E-05,0.005075414,0.039548935
15480,92,2544,1,0,0,0,105,4,0.002655337,0.005576208,0.001062135,0.16376765,2.57E-53,1.58E-07,0.005075414,2.17E-06
15481,92,2990,1,0,0,0,3080,3,0.002655337,0.001062135,0.001062135,0.190103286,2.57E-53,7.39E-06,0.005075414,0.014182844
15482,92,2997,1,0,0,0,3675,3,0.002655337,0.00212427,0.233703877,0.230897858,0.000205448,0.000143143,0.005075414,0.01332949
15483,92,3046,1,0,0,0,105,4,0.002655337,0.000265534,0.233703877,0.178694389,0.000205448,2.60E-06,0.005075414,0
15484,92,3205,1,0,0,0,735,4,0.002655337,0.000531067,0.233703877,0.204429575,0.000205448,1.61E-05,0.005075414,0.001658012
15485,92,3329,1,0,0,0,630,3,0.002655337,0.001593202,0.233703877,0.17988682,0.000205448,6.76E-07,0.005075414,0.001294237
15486,92,3418,1,0,0,0,140,5,0.000796601,0.00212427,0.233703877,0.218799942,0.000205448,0.000119489,0.005075414,0
15487,92,3508,1,0,0,0,105,4,0.000796601,0.000796601,0.237006075,0.218277935,0.000135331,2.21E-05,0.005075414,0
15488,92,3554,1,0,0,0,490,3,0.000796601,0.000265534,0.237006075,0.313978826,0.000135331,0.010568255,0.005075414,0
15489,92,3555,1,0,0,0,315,3,0.000796601,0.001327669,0.208092935,0.1896257,7.92E-06,4.39E-06,0.005075414,1.58E-05
15490,92,3601,1,0,0,0,840,3,0.000796601,0.000265534,0.208092935,0.243918274,7.92E-06,0.000216554,0.005075414,0.002205323
15491,92,3624,1,0,0,0,910,4,0.000796601,0.000531067,0.208092935,0.208769215,7.92E-06,1.83E-05,0.005075414,0
15492,92,3741,1,0,0,0,2100,3,0.000796601,0.001062135,0.208092935,0.21766422,7.92E-06,2.05E-05,0.005075414,0.027710217
15493,92,3834,1,0,0,0,105,4,0.000796601,0.001327669,0.208092935,0.239297804,7.92E-06,0.000181229,0.005075414,0
15494,92,3852,1,0,0,0,490,3,0.00212427,0.000265534,0.208092935,0.235526983,7.92E-06,0.000103846,0.005075414,0
15495,92,3926,1,0,0,0,1575,3,0.000531067,0.003186405,0.188089982,0.000265534,5.55E-06,5.59E-78,0.005075414,0.007081936
15496,92,3951,1,0,0,0,1925,3,0.000531067,0.000796601,0.188089982,0.227368054,5.55E-06,6.65E-05,0.005075414,0.010170475
15497,92,489,1,0,0,0,525,3,0.000531067,0.000531067,0.188089982,0.287161917,5.55E-06,0.001630174,0.005075414,0.002490385
15498,92,548,1,0,0,0,490,3,0.000531067,0.010355815,0.188089982,0.182485367,5.55E-06,1.51E-06,0.005075414,0.000475492
15499,92,640,1,0,0,0,35,999,0.000531067,0.000796601,0.188089982,0.218625662,5.55E-06,0.000115981,0.005075414,0
15500,92,852,1,0,0,0,1260,3,0.000531067,0.004514073,0.228521071,0.000531067,9.11E-05,9.83E-65,0.005075414,0.00260382
15501,921,1833,1,0,0,0,104,3,0.000531067,0.000796601,0.228521071,0.199789597,9.11E-05,1.12E-05,0,0
15502,921,1918,1,0,0,0,64,4,0.000265534,0.000796601,0.228521071,0.242293587,9.11E-05,0.000149711,0,0.000352164
15503,921,3734,1,0,0,0,416,3,0.001858736,0.000265534,0.228521071,0.000531067,9.11E-05,9.83E-65,0,0.015413128
15504,922,1145,1,0,0,0,500,3,0.001858736,0.028943176,0.19573552,0.000265534,8.34E-06,5.59E-78,0.000361964,0.001710666
15505,922,1362,1,0,0,0,75,5,0.001858736,0.001593202,0.19573552,0.200240111,8.34E-06,8.88E-06,0.000361964,0.000950702
15506,922,1806,1,0,0,0,50,4,0.001858736,0.000265534,0.19573552,0.209435377,8.34E-06,3.16E-05,0.000361964,0
15507,922,1962,1,0,0,0,175,5,0.001858736,0.002655337,0.18967335,0.236504809,8.71E-06,8.81E-05,0.000361964,6.13E-05
15508,922,2228,1,0,0,0,25,4,0.001858736,0.009028147,0.18967335,0.000531067,8.71E-06,9.83E-65,0.000361964,0
15509,922,2490,1,0,0,0,175,3,0.001858736,0.001327669,0.18967335,0.197502479,8.71E-06,7.56E-06,0.000361964,6.14E-05
15510,922,2588,1,0,0,0,1575,3,0.001858736,0.005045141,0.18967335,0.259316361,8.71E-06,0.001239235,0.000361964,0.014298127
15511,922,2680,1,0,0,0,425,3,0.000531067,0.003186405,0.18967335,0.212726019,8.71E-06,1.95E-05,0.000361964,0.001548212
15512,922,2843,1,0,0,0,1075,3,0.000531067,0.000265534,0.18967335,0.209755481,8.71E-06,2.43E-05,0.000361964,0.003533361
15513,922,2903,1,0,0,0,325,3,0.000531067,0.006372809,0.18967335,0.228296438,8.71E-06,0.000117401,0.000361964,0.000138403
15514,922,297,1,0,0,0,225,3,0.000531067,0.000531067,0.218420053,0.191344217,2.24E-05,1.28E-05,0.000361964,0.000205606
15515,922,3100,1,0,0,0,175,5,0.000531067,0.000265534,0.218420053,0.162149323,2.24E-05,2.20E-07,0.000361964,0.001131179
15516,922,3124,1,0,0,0,425,3,0.000531067,0.00212427,0.218420053,0.194612633,2.24E-05,5.78E-06,0.000361964,0.00061673
15517,922,3142,1,0,0,0,150,3,0.000531067,0.002655337,0.218420053,0.211267259,2.24E-05,1.35E-05,0.000361964,3.25E-06
15518,922,3171,1,0,0,0,125,4,0.000531067,0.000265534,0.218420053,0.000531067,2.24E-05,2.34E-71,0.000361964,0
15519,922,3204,1,0,0,0,200,4,0.003983006,0.001858736,0.253630745,0.215781903,0.000484568,7.62E-05,0.000361964,0.00143602
15520,922,3266,1,0,0,0,175,3,0.003983006,0.000796601,0.253630745,0.169905481,0.000484568,8.87E-07,0.000361964,0.000342114
15521,922,3471,1,0,0,0,125,4,0.003983006,0.001593202,0.253630745,0.243210923,0.000484568,0.000155354,0.000361964,0.001900841
15522,922,3928,1,0,0,0,250,4,0.003983006,0.000796601,0.253630745,0.234447926,0.000484568,0.00018259,0.000361964,1.99E-05
15523,922,3955,1,0,0,0,1850,3,0.003983006,0.003983006,0.253630745,0.249028406,0.000484568,0.000311111,0.000361964,0.010467992
15524,922,938,1,0,0,0,425,3,0.003983006,0.000265534,0.21889512,0.001062135,3.44E-05,2.56E-49,0.000361964,0.000198454
15525,923,1198,1,0,0,0,608,3,0.003983006,0.000265534,0.21889512,0.147783671,3.44E-05,1.60E-08,0.001142569,0.002628149
15526,923,1242,1,0,0,0,944,3,0.003983006,0.00424854,0.21889512,0.211016242,3.44E-05,1.90E-05,0.001142569,0.005568671
15527,923,1964,1,0,0,0,80,4,0.003983006,0.001062135,0.21889512,0.208639375,3.44E-05,3.24E-05,0.001142569,0
15528,923,2040,1,0,0,0,816,3,0.00212427,0.000531067,0.21889512,0.233054449,3.44E-05,0.000157069,0.001142569,0.009819618
15529,923,209,1,0,0,0,1168,3,0.00212427,0.000531067,0.21889512,0.268232089,3.44E-05,0.002300766,0.001142569,0.008241833
15530,923,2678,1,0,0,0,128,4,0.00212427,0.006107276,0.21889512,0.22790009,3.44E-05,5.41E-05,0.001142569,3.21E-06
15531,923,2938,1,0,0,0,832,3,0.00212427,0.005045141,0.227711018,0.244352573,0.000156403,0.000446468,0.001142569,0.002976816
15532,923,3007,1,0,0,0,144,3,0.00212427,0.002655337,0.227711018,0.233234484,0.000156403,0.000157169,0.001142569,0.000683218
15533,923,3060,1,0,0,0,32,6,0.00212427,0.001062135,0.227711018,0.206400082,0.000156403,2.93E-05,0.001142569,0
15534,923,3165,1,0,0,0,720,3,0.00212427,0.000531067,0.227711018,0.207520819,0.000156403,1.27E-05,0.001142569,0.012252023
15535,923,3214,1,0,0,0,1104,3,0.00212427,0.000265534,0.227711018,0.172684763,0.000156403,4.96E-07,0.001142569,0.006788017
15536,923,3242,1,0,0,0,64,4,0.00212427,0.000531067,0.227711018,0.212262401,0.000156403,3.03E-05,0.001142569,0
15537,923,3320,1,0,0,0,160,3,0.000796601,0.000265534,0.000265534,0.216199097,5.59E-78,5.40E-05,0.001142569,4.75E-06
15538,923,3375,1,0,0,0,144,3,0.000796601,0.001062135,0.000265534,0.177194694,5.59E-78,4.63E-07,0.001142569,0.000780736
15539,923,3688,1,0,0,0,64,4,0.000796601,0.000531067,0.000265534,0.206343657,5.59E-78,2.57E-05,0.001142569,2.33E-05
15540,923,3694,1,0,0,0,1280,3,0.000796601,0.009559214,0.228313702,0.212113278,6.74E-05,3.03E-05,0.001142569,0.014276109
15541,923,3781,1,0,0,0,48,6,0.000796601,0.013807754,0.228313702,0.219149335,6.74E-05,0.000129284,0.001142569,0
15542,923,3788,1,0,0,0,64,4,0.000796601,0.001858736,0.228313702,0.226192717,6.74E-05,0.000155133,0.001142569,0.000177759
15543,923,3828,1,0,0,0,256,3,0.00929368,0.001593202,0.228313702,0.236653111,6.74E-05,0.000207708,0.001142569,0
15544,923,3995,1,0,0,0,48,4,0.00929368,0.015932023,0.228313702,0.284724669,6.74E-05,0.000949982,0.001142569,0
15545,923,4050,1,0,0,0,48,5,0.00929368,0.001327669,0.228313702,0.215658599,6.74E-05,2.82E-05,0.001142569,0
15546,923,600,1,0,0,0,304,3,0.00929368,0.001062135,0.000531067,0.259071597,9.83E-65,0.001128167,0.001142569,0.002685406
15547,924,1889,1,0,0,0,90,4,0.00929368,0.000796601,0.000531067,0.196397606,9.83E-65,1.12E-05,1.86E-05,0.002628462
15548,924,3409,1,0,0,0,210,3,0.00929368,0.005841742,0.000531067,0.213417714,9.83E-65,2.35E-05,1.86E-05,0.005388096
15549,924,3532,1,0,0,0,45,5,0.00929368,0.000531067,0.000531067,0.20275471,9.83E-65,1.78E-05,1.86E-05,0
15550,924,3961,1,0,0,0,265,3,0.00929368,0.01354222,0.000531067,0.236504809,9.83E-65,0.000181129,1.86E-05,0.005456871
15551,924,3991,1,0,0,0,15,4,0.00929368,0.000265534,0.000531067,0.16801449,9.83E-65,2.48E-07,1.86E-05,2.10E-05
15552,925,1102,1,0,0,0,62,5,0.00929368,0.001062135,0.000531067,0.150704821,9.83E-65,1.14E-07,0,0.003373475
15553,926,1056,1,0,0,0,319,4,0.00929368,0.000265534,0.000265534,0.159687967,5.59E-78,2.48E-07,0.001264218,0.006709619
15554,926,1089,1,0,0,0,209,4,0.000531067,0.000265534,0.000265534,0.1663849,5.59E-78,2.34E-07,0.001264218,0.00404912
15555,926,2161,1,0,0,0,396,5,0.000531067,0.008497079,0.000265534,0.151059208,5.59E-78,1.15E-07,0.001264218,0.00460614
15556,926,2220,1,0,0,0,517,4,0.000531067,0.001327669,0.000265534,0.287161917,5.59E-78,0.001630174,0.001264218,0.001398257
15557,926,2946,1,0,0,0,22,5,0.000531067,0.000265534,0.000265534,0.190115257,5.59E-78,5.53E-06,0.001264218,0
15558,926,3482,1,0,0,0,264,5,0.000531067,0.003983006,0.000265534,0.193094167,5.59E-78,4.37E-06,0.001264218,0.00756924
15559,926,3750,1,0,0,0,99,5,0.000531067,0.004514073,0.000265534,0.177142713,5.59E-78,4.61E-07,0.001264218,0
15560,926,3938,1,0,0,0,66,5,0.001062135,0.001327669,0.000265534,0.22047761,5.59E-78,2.89E-05,0.001264218,0.000237676
15561,927,1841,1,0,0,0,15,6,0.001062135,0.00212427,0.202292824,0.159687967,5.03E-06,2.48E-07,0.001021319,0
15562,927,1947,1,0,0,0,40,3,0.001062135,0.006638343,0.202292824,0.242644088,5.03E-06,0.000231762,0.001021319,0.000674783
15563,927,3130,1,0,0,0,295,4,0.001062135,0.001593202,0.202292824,0.226057232,5.03E-06,0.000148904,0.001021319,0.015307078
15564,927,3713,1,0,0,0,170,3,0.001062135,0.000796601,0.202292824,0.197089914,5.03E-06,6.56E-06,0.001021319,0.0059228
15565,927,4013,1,0,0,0,30,4,0.001062135,0.00212427,0.202292824,0.227779735,5.03E-06,0.000102314,0.001021319,6.91E-05
15566,929,1450,1,0,0,0,87,5,0.001062135,0.001858736,0.202292824,0.210164304,5.03E-06,5.95E-05,0,0.002967006
15567,929,2568,1,0,0,0,42,5,0.001062135,0.001858736,0.202292824,0.183472314,5.03E-06,1.93E-06,0,0.000439145
15568,929,3620,1,0,0,0,27,4,0.006638343,0.000531067,0.202292824,0.171556361,5.03E-06,4.66E-07,0,0.001187399
15569,93,1173,1,0,0,0,679,3,0.006638343,0.014338821,0.156826324,0.000737594,1.50E-07,9.40E-62,9.92E-05,0.011093463
15570,93,1502,1,0,0,0,287,3,0.006638343,0.001062135,0.156826324,0.23066853,1.50E-07,9.78E-05,9.92E-05,0.001996867
15571,93,2181,1,0,0,0,14,6,0.006638343,0.005576208,0.156826324,0.197955704,1.50E-07,6.54E-06,9.92E-05,0
15572,93,2229,1,0,0,0,462,3,0.006638343,0.001858736,0.156826324,0.165618233,1.50E-07,1.44E-07,9.92E-05,0.005362314
15573,93,267,1,0,0,0,287,3,0.00424854,0.002389804,0.214875838,0.217899855,1.97E-05,1.99E-05,9.92E-05,0
15574,93,2723,1,0,0,0,14,6,0.00424854,0.001858736,0.214875838,0.240058869,1.97E-05,0.000276919,9.92E-05,0
15575,93,2843,1,0,0,0,301,4,0.00424854,0.00212427,0.214875838,0.290645013,1.97E-05,0.005887334,9.92E-05,0.003533361
15576,93,3130,1,0,0,0,413,3,0.00424854,0.003717472,0.214875838,0.20505436,1.97E-05,1.23E-05,9.92E-05,0.015307078
15577,93,3577,1,0,0,0,420,4,0.00424854,0.003983006,0.214875838,0.205528958,1.97E-05,1.73E-05,9.92E-05,0.016841982
15578,93,3953,1,0,0,0,98,4,0.00424854,0.000531067,0.214875838,0.198606788,1.97E-05,1.12E-05,9.92E-05,0
15579,930,2106,1,0,0,0,105,4,0.00424854,0.000265534,0.240460369,0.235508611,0.000378073,0.000224839,0.000148321,0.001125562
15580,930,2402,1,0,0,0,126,4,0.00424854,0.001593202,0.240460369,0.224410613,0.000378073,6.24E-05,0.000148321,0.004043068
15581,930,3333,1,0,0,0,371,4,0.001327669,0.004779607,0.240460369,0.187879303,0.000378073,6.89E-06,0.000148321,0.010124362
15582,930,3472,1,0,0,0,14,6,0.001327669,0.000796601,0.240460369,0.238108864,0.000378073,0.000256125,0.000148321,0
15583,930,3642,1,0,0,0,42,3,0.001327669,0.001593202,0.240460369,0.213372466,0.000378073,2.64E-05,0.000148321,0.001388991
15584,930,3795,1,0,0,0,63,4,0.001327669,0.000531067,0.240460369,0.195697459,0.000378073,5.81E-06,0.000148321,8.62E-05
15585,930,646,1,0,0,0,7,999,0.001327669,0.000531067,0.211030991,0.199974857,2.13E-05,1.20E-05,0.000148321,0
15586,931,2707,1,0,0,0,2,7,0.001327669,0.000265534,0.211030991,0.236987472,2.13E-05,0.000146178,0,0.000475492
15587,931,3652,1,0,0,0,2,6,0.001327669,0.000265534,0.211030991,0.185103329,2.13E-05,1.55E-06,0,0
15588,932,1358,1,0,0,0,616,3,0.001327669,0.000531067,0.211030991,0.253972106,2.13E-05,0.000563744,0.015968668,0.000510453
15589,932,1436,1,0,0,0,1771,3,0.001327669,0.000265534,0.211030991,0.23056284,2.13E-05,0.000140994,0.015968668,0.002562107
15590,932,1538,1,0,0,0,231,3,0.000531067,0.00424854,0.23676446,0.24822991,0.000100233,0.000198173,0.015968668,0
15591,932,1583,1,0,0,0,2002,3,0.000531067,0.001858736,0.23676446,0.289947219,0.000100233,0.006295358,0.015968668,0.002339389
15592,932,1752,1,0,0,0,77,3,0.000531067,0.000531067,0.23676446,0.238767924,0.000100233,0.000283381,0.015968668,0
15593,932,1801,1,0,0,0,1540,3,0.000531067,0.002920871,0.23676446,0.000354045,0.000100233,2.34E-71,0.015968668,0.001239759
15594,932,1957,1,0,0,0,77,3,0.000531067,0.00212427,0.23676446,0.179065322,0.000100233,3.01E-06,0.015968668,0
15595,932,2108,1,0,0,0,847,4,0.000531067,0.005841742,0.195697459,0.212741009,5.81E-06,1.92E-05,0.015968668,9.43E-05
15596,932,2291,1,0,0,0,924,3,0.000531067,0.000265534,0.195697459,0.25164364,5.81E-06,0.000437164,0.015968668,0.000383243
15597,932,2476,1,0,0,0,77,6,0.002920871,0.000796601,0.195697459,0.274250195,5.81E-06,0.001118361,0.015968668,0
